05.05.2026                                                       ¡ÒÃáÊ´§ÃÒÂ¡ÒÃáººä´¹ÒÁÔ¡                                                               1
--------------------------------------------------------------------------------------------------------------------------------------------------------
--------------------------------------------------------------------------------------------------------------------------------------------------------
|  ÇÑÊ´Ø        |¤ÓÍ¸ÔºÒÂÇÑÊ´Ø                           |Plnt|ãºÊÑè§|â¤Ã§¢èÒÂ  |        Í§¤ì»ÃÐ¡Íº WBS|MvT|»Á.µéÍ§¡ÒÃ|RemovedQty|»ÃÔÁÒ³µèÒ§|ÇÑ¹µéÍ§¡ÒÃ|
|  1-01-018-0301|WASHER,LOCK,SPRING,SIZE 16 MM.,TIS.259  |D060|      |8005103272|C-68-D-NGECS.0092.02.2|281|        3 |        3 |        0 |01.09.2025|
|  1-01-020-0001|BRACE,FLAT,FOR CROSSARM 30X6X760 MM.    |D060|      |8005103272|C-68-D-NGECS.0092.02.2|281|        8 |        8 |        0 |01.09.2025|
|  1-01-021-0000|ROD,ANCHOR,ROUND EYE M.16, 2 M.LONG     |D060|      |8005103272|C-68-D-NGECS.0092.02.2|281|        2 |        2 |        0 |01.09.2025|
|  1-01-021-0201|BOLT,STRAND EYE, 45 DEG.M.16X250 MM.    |D060|      |8005103272|C-68-D-NGECS.0092.02.2|281|        2 |        2 |        0 |01.09.2025|
|  1-01-021-0304|THIMBLE,GUY,FOR STEEL WIRE 50-95 SQ.MM. |D060|      |8005103272|C-68-D-NGECS.0092.02.2|281|        5 |        5 |        0 |01.09.2025|
|  1-01-023-0000|CLAMP,SINGLE U-BOLT,M.8 (WIRE ROPE CLIP)|D060|      |8005103272|C-68-D-NGECS.0092.02.2|281|       17 |       17 |        0 |01.09.2025|
|  1-01-023-0001|CLAMP,DOUBLE U-BOLT,M.16(WIRE ROPE CLIP)|D060|      |8005103272|C-68-D-NGECS.0092.02.2|281|        8 |        8 |        0 |01.09.2025|
|  1-02-005-0000|CABLE,AERIAL,AL 22 KV. 1X50 SQ.MM.      |D060|      |8005103272|C-68-D-NGECS.0092.02.2|281|      140 |        0 |      140 |01.09.2025|
|  1-02-020-0003|COVERED TIE WIRE.AL.4.0 MM.             |D060|      |8005103272|C-68-D-NGECS.0092.02.2|281|   15.600 |   15.600 |        0 |01.09.2025|
|  1-02-026-0202|PREFORMED D/E,SAC 22kV 50sq.mm. 21.80mm |D060|      |8005103272|C-68-D-NGECS.0092.02.2|281|        9 |        9 |        0 |01.09.2025|
|  1-02-044-0102|CLAMP,GUY,TRIPLE BOLT                   |D060|      |8005103272|C-68-D-NGECS.0092.02.2|281|        2 |        2 |        0 |01.09.2025|
|  1-02-044-0103|LINK,CABLE SPACER                       |D060|      |8005103272|C-68-D-NGECS.0092.02.2|281|        2 |        2 |        0 |01.09.2025|
|  1-03-001-0002|INSULATOR,LINE-POST, 22 KV.,57-2L,P/A   |D060|      |8005103272|C-68-D-NGECS.0092.02.2|281|        6 |        6 |        0 |01.09.2025|
|  1-03-002-0000|INSULATOR,SUSPENSION,CLASS 52-1,TIS.354 |D060|      |8005103272|C-68-D-NGECS.0092.02.2|281|       27 |       27 |        0 |01.09.2025|
|  1-03-003-0103|INSULATOR,STRAIN,CLASS 54-4 TIS.280     |D060|      |8005103272|C-68-D-NGECS.0092.02.2|281|        4 |        4 |        0 |01.09.2025|
|  1-03-014-0011|CLEVIS,THIMBLE,FOR PREFORMED DEAD-END   |D060|      |8005103272|C-68-D-NGECS.0092.02.2|281|        9 |        9 |        0 |01.09.2025|
|  1-00-001-0004|POLE 12 M.                              |D060|      |8005103273|C-68-D-NGECS.0092.02.2|281|        1 |        0 |        1 |01.09.2025|
|  1-00-011-0001|CROSSARM 100X100X2,500 MM.              |D060|      |8005103273|C-68-D-NGECS.0092.02.2|281|        1 |        0 |        1 |01.09.2025|
|  1-00-021-0000|BEAM, SPUN 100X100X3,200 MM.            |D060|      |8005103273|C-68-D-NGECS.0092.02.2|281|        2 |        0 |        2 |01.09.2025|
|  1-00-021-0003|BEAM 150X250X3,550 MM.                  |D060|      |8005103273|C-68-D-NGECS.0092.02.2|281|        2 |        0 |        2 |01.09.2025|
|  1-01-010-0000|WIRE,ST. SOLID DIA. 4.0 MM.TIS.71       |D060|      |8005103273|C-68-D-NGECS.0092.02.2|281|    0.850 |    0.850 |        0 |01.09.2025|
|  1-01-010-0004|ST. WIRE, STRANDED 50/7 SQ.MM.TIS.404   |D060|      |8005103273|C-68-D-NGECS.0092.02.2|281|       70 |        0 |       70 |01.09.2025|
|  1-01-011-0200|BOLT,MACHINE M.16X130 MM.               |D060|      |8005103273|C-68-D-NGECS.0092.02.2|281|        2 |        2 |        0 |01.09.2025|
|  1-01-011-0202|BOLT,MACHINE M.16X200 MM.               |D060|      |8005103273|C-68-D-NGECS.0092.02.2|281|        1 |        1 |        0 |01.09.2025|
|  1-01-011-0204|BOLT,MACHINE M.16X300 MM.               |D060|      |8005103273|C-68-D-NGECS.0092.02.2|281|        1 |        1 |        0 |01.09.2025|
|  1-01-011-0205|BOLT,MACHINE M.16X350 MM.               |D060|      |8005103273|C-68-D-NGECS.0092.02.2|281|        4 |        4 |        0 |01.09.2025|
|  1-01-011-0401|BOLT,MACHINE,HEXAGON,M.16X550 MM.       |D060|      |8005103273|C-68-D-NGECS.0092.02.2|281|       12 |       12 |        0 |01.09.2025|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |8005103273|C-68-D-NGECS.0092.02.2|281|       13 |        0 |       13 |01.09.2025|
|  1-01-018-0201|WASHER,SQUARE,CURVED 60X60X5 MM.        |D060|      |8005103273|C-68-D-NGECS.0092.02.2|281|        6 |        6 |        0 |01.09.2025|
|  1-01-018-0301|WASHER,LOCK,SPRING,SIZE 16 MM.,TIS.259  |D060|      |8005103273|C-68-D-NGECS.0092.02.2|281|        5 |        5 |        0 |01.09.2025|
|  1-01-020-0001|BRACE,FLAT,FOR CROSSARM 30X6X760 MM.    |D060|      |8005103273|C-68-D-NGECS.0092.02.2|281|        2 |        2 |        0 |01.09.2025|
|  1-01-022-0002|GROUND ROD,60X60X5 MM. 2 M.LONG         |D060|      |8005103273|C-68-D-NGECS.0092.02.2|281|        5 |        0 |        5 |01.09.2025|
|  1-01-023-0000|CLAMP,SINGLE U-BOLT,M.8 (WIRE ROPE CLIP)|D060|      |8005103273|C-68-D-NGECS.0092.02.2|281|       16 |       16 |        0 |01.09.2025|
|  1-02-005-0000|CABLE,AERIAL,AL 22 KV. 1X50 SQ.MM.      |D060|      |8005103273|C-68-D-NGECS.0092.02.2|281|       18 |        0 |       18 |01.09.2025|
|  1-02-030-0102|CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D060|      |8005103273|C-68-D-NGECS.0092.02.2|281|       10 |       10 |        0 |01.09.2025|
|  1-02-033-0005|HOTLINE BAIL-CLAMP,MAIN 35-70 SQ.MM.    |D060|      |8005103273|C-68-D-NGECS.0092.02.2|281|        3 |        3 |        0 |01.09.2025|
|  1-02-033-0104|HOTLINE CLAMP,MAIN35-185,TAP50-185SQ.MM.|D060|      |8005103273|C-68-D-NGECS.0092.02.2|281|        3 |        3 |        0 |01.09.2025|
|  1-02-042-0400|PIN TERMINAL,FOR AL.CONDUCTOR 50 SQ.MM. |D060|      |8005103273|C-68-D-NGECS.0092.02.2|281|        3 |        3 |        0 |01.09.2025|
|  1-03-001-0002|INSULATOR,LINE-POST, 22 KV.,57-2L,P/A   |D060|      |8005103273|C-68-D-NGECS.0092.02.2|281|        6 |        6 |        0 |01.09.2025|
|  1-04-000-0007|S.A., 21 KV.5 KA.,WITHOUT BRACKET       |D060|      |8005103273|C-68-D-NGECS.0092.02.2|281|        3 |        3 |        0 |01.09.2025|
|  1-04-001-0002|DROPOUT,FUSE,22 KV.100 A.12 KA          |D060|      |8005103273|C-68-D-NGECS.0092.02.2|281|        3 |        3 |        0 |01.09.2025|
|  1-04-003-0006|FUSE LINK 22 KV. 15 A.EEI-NEMA TYPE K   |D060|      |8005103273|C-68-D-NGECS.0092.02.2|281|        3 |        3 |        0 |01.09.2025|
|  1-05-001-0070|TR.,315KVA,3P,22-0.416/0.24KV,DYN11, SC |D060|      |8005103273|C-68-D-NGECS.0092.02.2|281|        1 |        0 |        1 |01.09.2025|
|  1-08-004-0001|CONDUIT,PVC,RIGID, 20X2500 MM.TIS.216   |D060|      |8005103273|C-68-D-NGECS.0092.02.2|281|        8 |        8 |        0 |01.09.2025|
|  1-09-025-0040|DROPOUT FUSE CUTOUT COVERS              |D060|      |8005103273|C-68-D-NGECS.0092.02.2|281|        3 |        3 |        0 |01.09.2025|
|  9-09-001-0025|CONCRETE 1/3/5                          |D060|      |8005103273|C-68-D-NGECS.0092.02.2|281|    0.750 |        0 |    0.750 |01.09.2025|
|  9-09-001-0026|CONCRETE 1/3 (50 KG./SET)               |D060|      |8005103273|C-68-D-NGECS.0092.02.2|281|        1 |        0 |        1 |01.09.2025|
|  9-09-001-1007|WELDING POWDER, ST. WIRE 50 SQ.MM. TO GD|D060|      |8005103273|C-68-D-NGECS.0092.02.2|281|        6 |        0 |        6 |01.09.2025|
|  1-00-001-0002|POLE  9 M.                              |D060|      |8005103276|C-68-D-NGECS.0092.02.2|281|        3 |        0 |        3 |01.09.2025|
|  1-01-011-0201|BOLT,MACHINE M.16X170 MM.               |D060|      |8005103276|C-68-D-NGECS.0092.02.2|281|        6 |        6 |        0 |01.09.2025|
|  1-01-011-0203|BOLT,MACHINE M.16X250 MM.               |D060|      |8005103276|C-68-D-NGECS.0092.02.2|281|        2 |        2 |        0 |01.09.2025|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |8005103276|C-68-D-NGECS.0092.02.2|281|        8 |        0 |        8 |01.09.2025|
|  1-02-020-0002|TIE WIRE,AL 4.0 MM.                     |D060|      |8005103276|C-68-D-NGECS.0092.02.2|281|        1 |        1 |        0 |01.09.2025|
|  1-03-003-0000|INSULATOR,SPOOL,CLASS 53-2 TIS.227      |D060|      |8005103276|C-68-D-NGECS.0092.02.2|281|       16 |       16 |        0 |01.09.2025|
|  1-03-013-0002|RACK, 4X200 MM. EXT.BACK                |D060|      |8005103276|C-68-D-NGECS.0092.02.2|281|        4 |        4 |        0 |01.09.2025|
|  1-00-011-0001|CROSSARM 100X100X2,500 MM.              |D060|      |6001404640|P-TDD02.4-D-NPND0.6801|281|        1 |        1 |        0 |28.04.2026|
|  1-00-012-0005|CROSSARM ST. 100X100X3.2 MM. 2.5 M.LONG |D060|      |6001404640|P-TDD02.4-D-NPND0.6801|281|        1 |        1 |        0 |28.04.2026|
|  1-01-010-0004|ST. WIRE, STRANDED 50/7 SQ.MM.TIS.404   |D060|      |6001404640|P-TDD02.4-D-NPND0.6801|281|       39 |       39 |        0 |28.04.2026|
|  1-01-011-0200|BOLT,MACHINE M.16X130 MM.               |D060|      |6001404640|P-TDD02.4-D-NPND0.6801|281|        5 |        5 |        0 |28.04.2026|
|  1-01-011-0202|BOLT,MACHINE M.16X200 MM.               |D060|      |6001404640|P-TDD02.4-D-NPND0.6801|281|        1 |        1 |        0 |28.04.2026|
|  1-01-011-0203|BOLT,MACHINE M.16X250 MM.               |D060|      |6001404640|P-TDD02.4-D-NPND0.6801|281|        3 |        3 |        0 |28.04.2026|
|  1-01-011-0204|BOLT,MACHINE M.16X300 MM.               |D060|      |6001404640|P-TDD02.4-D-NPND0.6801|281|        1 |        1 |        0 |28.04.2026|
|  1-01-011-0205|BOLT,MACHINE M.16X350 MM.               |D060|      |6001404640|P-TDD02.4-D-NPND0.6801|281|        7 |        7 |        0 |28.04.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |6001404640|P-TDD02.4-D-NPND0.6801|281|       19 |       19 |        0 |28.04.2026|
|  1-01-018-0301|WASHER,LOCK,SPRING,SIZE 16 MM.,TIS.259  |D060|      |6001404640|P-TDD02.4-D-NPND0.6801|281|        2 |        2 |        0 |28.04.2026|
|  1-01-020-0001|BRACE,FLAT,FOR CROSSARM 30X6X760 MM.    |D060|      |6001404640|P-TDD02.4-D-NPND0.6801|281|        4 |        4 |        0 |28.04.2026|
|  1-01-022-0002|GROUND ROD,60X60X5 MM. 2 M.LONG         |D060|      |6001404640|P-TDD02.4-D-NPND0.6801|281|        2 |        2 |        0 |28.04.2026|
|  1-01-023-0000|CLAMP,SINGLE U-BOLT,M.8 (WIRE ROPE CLIP)|D060|      |6001404640|P-TDD02.4-D-NPND0.6801|281|       12 |       12 |        0 |28.04.2026|
|  1-02-005-0000|CABLE,AERIAL,AL 22 KV. 1X50 SQ.MM.      |D060|      |6001404640|P-TDD02.4-D-NPND0.6801|281|       13 |       13 |        0 |28.04.2026|
|  1-02-018-0008|EPR, HIGH-VOLTAGE INSULATING TAPE       |D060|      |6001404640|P-TDD02.4-D-NPND0.6801|281|        2 |        2 |        0 |28.04.2026|
|  1-02-020-0000|TAPE,ARMOR,AL 1X10 MM.                  |D060|      |6001404640|P-TDD02.4-D-NPND0.6801|281|        2 |        2 |        0 |28.04.2026|
|  1-02-030-0103|CONN.,PG,TRIPLE BOLT,AL70-18S SQ.MM.    |D060|      |6001404640|P-TDD02.4-D-NPND0.6801|281|       21 |       21 |        0 |28.04.2026|
|  1-02-033-0006|HOTLINE BAIL-CLAMP,MAIN 70-185 SQ.MM.   |D060|      |6001404640|P-TDD02.4-D-NPND0.6801|281|        3 |        3 |        0 |28.04.2026|
|  1-02-033-0104|HOTLINE CLAMP,MAIN35-185,TAP50-185SQ.MM.|D060|      |6001404640|P-TDD02.4-D-NPND0.6801|281|        3 |        3 |        0 |28.04.2026|
|  1-04-000-0000|S.A., 21 KV. 5 KA.                      |D060|      |6001404640|P-TDD02.4-D-NPND0.6801|281|        6 |        0 |        6 |28.04.2026|
|  1-04-001-0002|DROPOUT,FUSE,22 KV.100 A.12 KA          |D060|      |6001404640|P-TDD02.4-D-NPND0.6801|281|        3 |        3 |        0 |28.04.2026|
|  1-04-003-0002|FUSE LINK 22 KV. 3 A.EEI-NEMA TYPE K    |D060|      |6001404640|P-TDD02.4-D-NPND0.6801|281|        3 |        3 |        0 |28.04.2026|
|  1-04-007-0009|LB SW., SF6,REMOTE, 3 P 22 KV 600 A     |D060|      |6001404640|P-TDD02.4-D-NPND0.6801|281|        1 |        1 |        0 |28.04.2026|
|  1-04-007-0305|CONTROL UNIT, AUTO , FOR SF6 LB SW.     |D060|      |6001404640|P-TDD02.4-D-NPND0.6801|281|        1 |        1 |        0 |28.04.2026|
|  1-04-007-3011|VT.3P.O/D 22,000/110-220 V.RCS 500 VA.  |D060|      |6001404640|P-TDD02.4-D-NPND0.6801|281|        1 |        1 |        0 |28.04.2026|
|  1-06-010-0000|CABLE PLATE, SIZE 2X20X20 CM.           |D060|      |6001404640|P-TDD02.4-D-NPND0.6801|281|        2 |        2 |        0 |28.04.2026|
|  1-06-010-0001|METER PLATE, SIZE 2X20X60 CM.           |D060|      |6001404640|P-TDD02.4-D-NPND0.6801|281|        1 |        1 |        0 |28.04.2026|
|  1-06-010-0002|METER PLATE, SIZE 2X20X120 CM.          |D060|      |6001404640|P-TDD02.4-D-NPND0.6801|281|        1 |        1 |        0 |28.04.2026|
|  1-08-004-0001|CONDUIT,PVC,RIGID, 20X2500 MM.TIS.216   |D060|      |6001404640|P-TDD02.4-D-NPND0.6801|281|        2 |        2 |        0 |28.04.2026|
|  1-08-004-0002|CONDUIT,PVC,RIGID, 20X4000 MM.TIS.216   |D060|      |6001404640|P-TDD02.4-D-NPND0.6801|281|        3 |        3 |        0 |28.04.2026|
|  1-09-025-0040|DROPOUT FUSE CUTOUT COVERS              |D060|      |6001404640|P-TDD02.4-D-NPND0.6801|281|        3 |        3 |        0 |28.04.2026|
|  9-09-001-0035|¤ÍÁ»ÒÇ´ìªèÇÂ¡ÒÃÊÑÁ¼ÑÊ·Ò§ä¿¿éÒ           |D060|      |6001404640|P-TDD02.4-D-NPND0.6801|281|    0.120 |        0 |    0.120 |28.04.2026|
|  1-02-005-0004|CABLE,AERIAL,AL 22 KV. 1X185 SQ.MM.     |D060|      |6001404640|P-TDD02.4-D-NPND0.6801|281|        6 |        6 |        0 |28.04.2026|
|  1-02-018-0001|TAPE,PVC,O/D,0.18X19X10,000 MM. TIS.386 |D060|      |6001404640|P-TDD02.4-D-NPND0.6801|281|       12 |        0 |       12 |28.04.2026|
|  1-02-018-0008|EPR, HIGH-VOLTAGE INSULATING TAPE       |D060|      |6001404640|P-TDD02.4-D-NPND0.6801|281|        4 |        0 |        4 |28.04.2026|
|  1-00-011-0001|CROSSARM 100X100X2,500 MM.              |D060|      |6001404643|P-TDD02.4-D-NPND0.6803|281|        1 |        1 |        0 |20.04.2026|
|  1-00-011-0004|CROSSARM (FOR D/E) 120X120X2,500 MM.    |D060|      |6001404643|P-TDD02.4-D-NPND0.6803|281|        2 |        2 |        0 |20.04.2026|
|  1-00-012-0005|CROSSARM ST. 100X100X3.2 MM. 2.5 M.LONG |D060|      |6001404643|P-TDD02.4-D-NPND0.6803|281|        1 |        1 |        0 |20.04.2026|
|  1-01-010-0004|ST. WIRE, STRANDED 50/7 SQ.MM.TIS.404   |D060|      |6001404643|P-TDD02.4-D-NPND0.6803|281|       39 |       39 |        0 |20.04.2026|
|  1-01-011-0200|BOLT,MACHINE M.16X130 MM.               |D060|      |6001404643|P-TDD02.4-D-NPND0.6803|281|        5 |        5 |        0 |20.04.2026|
|  1-01-011-0201|BOLT,MACHINE M.16X170 MM.               |D060|      |6001404643|P-TDD02.4-D-NPND0.6803|281|        2 |        2 |        0 |20.04.2026|
|  1-01-011-0202|BOLT,MACHINE M.16X200 MM.               |D060|      |6001404643|P-TDD02.4-D-NPND0.6803|281|        1 |        1 |        0 |20.04.2026|
|  1-01-011-0203|BOLT,MACHINE M.16X250 MM.               |D060|      |6001404643|P-TDD02.4-D-NPND0.6803|281|        3 |        3 |        0 |20.04.2026|
|  1-01-011-0204|BOLT,MACHINE M.16X300 MM.               |D060|      |6001404643|P-TDD02.4-D-NPND0.6803|281|        2 |        2 |        0 |20.04.2026|
|  1-01-011-0205|BOLT,MACHINE M.16X350 MM.               |D060|      |6001404643|P-TDD02.4-D-NPND0.6803|281|        7 |        7 |        0 |20.04.2026|
|  1-01-011-0207|BOLT,MACHINE M.16X450 MM.               |D060|      |6001404643|P-TDD02.4-D-NPND0.6803|281|        1 |        1 |        0 |20.04.2026|
|  1-01-011-0208|BOLT,MACHINE M.16X500 MM.               |D060|      |6001404643|P-TDD02.4-D-NPND0.6803|281|        1 |        1 |        0 |20.04.2026|
|  1-01-013-0002|BOLT,DOUBLE ARMING,ROUND EYE M.16X500MM.|D060|      |6001404643|P-TDD02.4-D-NPND0.6803|281|        3 |        3 |        0 |20.04.2026|
|  1-01-018-0001|NUT,EYE M.16 DIN 582                    |D060|      |6001404643|P-TDD02.4-D-NPND0.6803|281|        3 |        3 |        0 |20.04.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |6001404643|P-TDD02.4-D-NPND0.6803|281|       34 |       34 |        0 |20.04.2026|
|  1-01-018-0301|WASHER,LOCK,SPRING,SIZE 16 MM.,TIS.259  |D060|      |6001404643|P-TDD02.4-D-NPND0.6803|281|        3 |        3 |        0 |20.04.2026|
|  1-01-020-0001|BRACE,FLAT,FOR CROSSARM 30X6X760 MM.    |D060|      |6001404643|P-TDD02.4-D-NPND0.6803|281|        6 |        6 |        0 |20.04.2026|
|  1-01-022-0002|GROUND ROD,60X60X5 MM. 2 M.LONG         |D060|      |6001404643|P-TDD02.4-D-NPND0.6803|281|        2 |        2 |        0 |20.04.2026|
|  1-01-023-0000|CLAMP,SINGLE U-BOLT,M.8 (WIRE ROPE CLIP)|D060|      |6001404643|P-TDD02.4-D-NPND0.6803|281|       12 |       12 |        0 |20.04.2026|
|  1-02-005-0000|CABLE,AERIAL,AL 22 KV. 1X50 SQ.MM.      |D060|      |6001404643|P-TDD02.4-D-NPND0.6803|281|       13 |       13 |        0 |20.04.2026|
|  1-02-018-0002|TAPE,PVC,O/D,0.18X19X20,000 MM. TIS.386 |D060|      |6001404643|P-TDD02.4-D-NPND0.6803|281|       12 |        0 |       12 |20.04.2026|
|  1-02-018-0003|SPLICING TAPE,AERIAL CABLE,3/4X30'      |D060|      |6001404643|P-TDD02.4-D-NPND0.6803|281|        2 |        0 |        2 |20.04.2026|
|  1-02-018-0008|EPR, HIGH-VOLTAGE INSULATING TAPE       |D060|      |6001404643|P-TDD02.4-D-NPND0.6803|281|        2 |        2 |        0 |20.04.2026|
|  1-02-020-0000|TAPE,ARMOR,AL 1X10 MM.                  |D060|      |6001404643|P-TDD02.4-D-NPND0.6803|281|        2 |        2 |        0 |20.04.2026|
|  1-02-026-0205|PREFORMED D/E,SAC 22kV 185sq.mm. 29.78mm|D060|      |6001404643|P-TDD02.4-D-NPND0.6803|281|        6 |        6 |        0 |20.04.2026|
|  1-02-030-0103|CONN.,PG,TRIPLE BOLT,AL70-18S SQ.MM.    |D060|      |6001404643|P-TDD02.4-D-NPND0.6803|281|       24 |       24 |        0 |20.04.2026|
|  1-02-033-0006|HOTLINE BAIL-CLAMP,MAIN 70-185 SQ.MM.   |D060|      |6001404643|P-TDD02.4-D-NPND0.6803|281|        3 |        3 |        0 |20.04.2026|
|  1-02-033-0104|HOTLINE CLAMP,MAIN35-185,TAP50-185SQ.MM.|D060|      |6001404643|P-TDD02.4-D-NPND0.6803|281|        3 |        3 |        0 |20.04.2026|
|  1-02-044-0006|CABLE SPACER, PORCELAIN, TYPE 3         |D060|      |6001404643|P-TDD02.4-D-NPND0.6803|281|        1 |        0 |        1 |20.04.2026|
|  1-02-044-0102|CLAMP,GUY,TRIPLE BOLT                   |D060|      |6001404643|P-TDD02.4-D-NPND0.6803|281|        1 |        1 |        0 |20.04.2026|
|  1-02-044-0103|LINK,CABLE SPACER                       |D060|      |6001404643|P-TDD02.4-D-NPND0.6803|281|        1 |        1 |        0 |20.04.2026|
|  1-03-002-0000|INSULATOR,SUSPENSION,CLASS 52-1,TIS.354 |D060|      |6001404643|P-TDD02.4-D-NPND0.6803|281|       18 |        0 |       18 |20.04.2026|
|  1-03-014-0011|CLEVIS,THIMBLE,FOR PREFORMED DEAD-END   |D060|      |6001404643|P-TDD02.4-D-NPND0.6803|281|        6 |        6 |        0 |20.04.2026|
|  1-04-000-0000|S.A., 21 KV. 5 KA.                      |D060|      |6001404643|P-TDD02.4-D-NPND0.6803|281|        6 |        6 |        0 |20.04.2026|
|  1-04-001-0002|DROPOUT,FUSE,22 KV.100 A.12 KA          |D060|      |6001404643|P-TDD02.4-D-NPND0.6803|281|        3 |        3 |        0 |20.04.2026|
|  1-04-003-0002|FUSE LINK 22 KV. 3 A.EEI-NEMA TYPE K    |D060|      |6001404643|P-TDD02.4-D-NPND0.6803|281|        3 |        3 |        0 |20.04.2026|
|  1-04-007-0009|LB SW., SF6,REMOTE, 3 P 22 KV 600 A     |D060|      |6001404643|P-TDD02.4-D-NPND0.6803|281|        1 |        1 |        0 |20.04.2026|
|  1-04-007-0305|CONTROL UNIT, AUTO , FOR SF6 LB SW.     |D060|      |6001404643|P-TDD02.4-D-NPND0.6803|281|        1 |        1 |        0 |20.04.2026|
|  1-04-007-3011|VT.3P.O/D 22,000/110-220 V.RCS 500 VA.  |D060|      |6001404643|P-TDD02.4-D-NPND0.6803|281|        1 |        1 |        0 |20.04.2026|
|  1-06-010-0000|CABLE PLATE, SIZE 2X20X20 CM.           |D060|      |6001404643|P-TDD02.4-D-NPND0.6803|281|        2 |        2 |        0 |20.04.2026|
|  1-06-010-0001|METER PLATE, SIZE 2X20X60 CM.           |D060|      |6001404643|P-TDD02.4-D-NPND0.6803|281|        1 |        1 |        0 |20.04.2026|
|  1-06-010-0002|METER PLATE, SIZE 2X20X120 CM.          |D060|      |6001404643|P-TDD02.4-D-NPND0.6803|281|        1 |        1 |        0 |20.04.2026|
|  1-08-004-0001|CONDUIT,PVC,RIGID, 20X2500 MM.TIS.216   |D060|      |6001404643|P-TDD02.4-D-NPND0.6803|281|        2 |        2 |        0 |20.04.2026|
|  1-08-004-0002|CONDUIT,PVC,RIGID, 20X4000 MM.TIS.216   |D060|      |6001404643|P-TDD02.4-D-NPND0.6803|281|        3 |        3 |        0 |20.04.2026|
|  1-09-025-0040|DROPOUT FUSE CUTOUT COVERS              |D060|      |6001404643|P-TDD02.4-D-NPND0.6803|281|        3 |        3 |        0 |20.04.2026|
|  9-09-001-0035|¤ÍÁ»ÒÇ´ìªèÇÂ¡ÒÃÊÑÁ¼ÑÊ·Ò§ä¿¿éÒ           |D060|      |6001404643|P-TDD02.4-D-NPND0.6803|281|    0.060 |        0 |    0.060 |20.04.2026|
|  1-02-005-0004|CABLE,AERIAL,AL 22 KV. 1X185 SQ.MM.     |D060|      |6001404643|P-TDD02.4-D-NPND0.6803|281|        6 |        6 |        0 |20.04.2026|
|  1-00-001-0004|POLE 12 M.                              |D060|      |8005109902|C-68-D-BPGCS.0083.01.1|281|        3 |        3 |        0 |26.04.2026|
|  1-00-004-0001|ANCHOR,PLATE, CONCRETE 550X550X150 MM.  |D060|      |8005109902|C-68-D-BPGCS.0083.01.1|281|        1 |        1 |        0 |26.04.2026|
|  1-00-011-0001|CROSSARM 100X100X2,500 MM.              |D060|      |8005109902|C-68-D-BPGCS.0083.01.1|281|        2 |        2 |        0 |26.04.2026|
|  1-00-011-0003|CROSSARM (FOR D/E) 120X120X2,000 MM.    |D060|      |8005109902|C-68-D-BPGCS.0083.01.1|281|        4 |        4 |        0 |26.04.2026|
|  1-01-001-0003|ST. ANG.,OHGW. BAYONET 2.25 M.LONG      |D060|      |8005109902|C-68-D-BPGCS.0083.01.1|281|        3 |        3 |        0 |26.04.2026|
|  1-01-010-0000|WIRE,ST. SOLID DIA. 4.0 MM.TIS.71       |D060|      |8005109902|C-68-D-BPGCS.0083.01.1|281|    1.500 |    1.500 |        0 |26.04.2026|
|  1-01-010-0002|ST. WIRE, STRANDED 25 SQ.MM.TIS.404     |D060|      |8005109902|C-68-D-BPGCS.0083.01.1|281|    7.200 |    7.200 |        0 |26.04.2026|
|  1-01-010-0004|ST. WIRE, STRANDED 50/7 SQ.MM.TIS.404   |D060|      |8005109902|C-68-D-BPGCS.0083.01.1|281|       18 |       18 |        0 |26.04.2026|
|  1-01-011-0200|BOLT,MACHINE M.16X130 MM.               |D060|      |8005109902|C-68-D-BPGCS.0083.01.1|281|        4 |        4 |        0 |26.04.2026|
|  1-01-011-0201|BOLT,MACHINE M.16X170 MM.               |D060|      |8005109902|C-68-D-BPGCS.0083.01.1|281|        8 |        8 |        0 |26.04.2026|
|  1-01-011-0202|BOLT,MACHINE M.16X200 MM.               |D060|      |8005109902|C-68-D-BPGCS.0083.01.1|281|        3 |        3 |        0 |26.04.2026|
|  1-01-011-0203|BOLT,MACHINE M.16X250 MM.               |D060|      |8005109902|C-68-D-BPGCS.0083.01.1|281|        7 |        7 |        0 |26.04.2026|
|  1-01-011-0204|BOLT,MACHINE M.16X300 MM.               |D060|      |8005109902|C-68-D-BPGCS.0083.01.1|281|        2 |        2 |        0 |26.04.2026|
|  1-01-013-0001|BOLT,DOUBLE ARMING,ROUND EYE M.16X450MM.|D060|      |8005109902|C-68-D-BPGCS.0083.01.1|281|        3 |        3 |        0 |26.04.2026|
|  1-01-013-0002|BOLT,DOUBLE ARMING,ROUND EYE M.16X500MM.|D060|      |8005109902|C-68-D-BPGCS.0083.01.1|281|        3 |        3 |        0 |26.04.2026|
